logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;somatorio_comodos;area_comodo;preco_area;Zona
;Tirol; Natal; 000001000; 000130; 0003; 001; 03; 000000000002; 000000330000;7;18;2538;Zona Leste
;Petrópolis; Natal; 000001280; 000170; 0003; 003; 03; 000000000002; 000000620000;9;18;3647;Zona Leste
;Candelária; Natal; 000000750; 000123; 0003; 003; 05; 000000000002; 000000530000;11;11;4308;Zona Sul  
;Pitimbu; Natal; 000000550; 000300; 0005; 005; 06; 000000000004; 000000800000;16;18;2666;Zona Sul  
;Pitimbu; Natal; 000000350; 000067; 0002; 001; 02; 000000000001; 000000280000;5;13;4179;Zona Sul  
;Capim Macio; Natal; 000000500; 000065; 0003; 001; 02; 000000000002; 000000280000;6;10;4307;Zona Sul  
;Tirol; Natal; 000000450; 000098; 0003; 001; 03; 000000000001; 000000199000;7;14;2030;Zona Leste
;Lagoa Nova; Natal; 000000550; 000073; 0002; 001; 02; 000000000001; 000000230000;5;14;3150;Zona Sul  
;Petrópolis; Natal; 000000358; 000047; 0002; 001; 01; 000000000001; 000000240000;4;11;5106;Zona Leste
;Lagoa Nova; Natal; 000000400; 000057; 0002; 001; 01; 000000000001; 000000230000;4;14;4035;Zona Sul  
;Lagoa Nova; Natal; 000000650; 000113; 0003; 003; 01; 000000000002; 000001900000;7;16;16814;Zona Sul  
;Lagoa Nova; Natal; 000000430; 000100; 0003; 001; 02; 000000000002; 000000220000;6;16;2200;Zona Sul  
;Capim Macio; Natal; 000000880; 000098; 0003; 001; 02; 000000000002; 000000390000;6;16;3979;Zona Sul  
;Candelária; Natal; 000000300; 000042; 0002; 001; 02; 000000000001; 000000150000;5;8;3571;Zona Sul  
;Capim Macio; Natal; 000000800; 000089; 0003; 001; 03; 000000000002; 000000350000;7;12;3932;Zona Sul  
Rua Mipibu, 765;Petrópolis; Natal; 000000480; 000055; 0001; 001; 01; 000000000001; 000000230000;3;18;4181;Zona Leste
Rua Trairi, 765;Petrópolis; Natal; 000000412; 000054; 0002; 001; 02; 000000000001; 000000250000;5;10;4629;Zona Leste
Travessa Major Afonso Magalhães, 343;Areia Preta; Natal; 000001800; 000193; 0003; 003; 05; 000000000004; 000000800000;11;17;4145;Zona Leste
Rua Governador Juvenal Lamartine;Tirol; Natal; 000000510; 000095; 0002; 002; 03; 000000000002; 000000400000;7;13;4210;Zona Leste
Rua Barão de Lucena, 343;Pitimbu; Natal; 000001700; 000292; 0004; 003; 05; 000000000004; 000000900000;12;24;3082;Zona Sul  
Avenida Amintas Barros, 343;Lagoa Nova; Natal; 000000800; 000113; 0003; 003; 04; 000000000002; 000000540000;10;11;4778;Zona Sul  
Avenida do Sol, 4075;Candelária; Natal; 000000001; 000280; 0003; 003; 04; 000000000004; 000000850000;10;28;3035;Zona Sul  
Rua Professora Francisca Ivone Cavalcanti, 35;Ponta Negra; Natal; 000000460; 000094; 0002; 002; 03; 000000000002; 000000450000;7;13;4787;Zona Sul  
Avenida Governador Juvenal Lamartine, 815;Tirol; Natal; 000000450; 000055; 0001; 001; 02; 000000000001; 000000263000;4;13;4781;Zona Leste
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000280; 000056; 0002; 001; 02; 000000000001; 000000189000;5;11;3375;Zona Sul  
Rua das Conchas, 2178;Ponta Negra; Natal; 000000600; 000093; 0003; 003; 03; 000000000002; 000000460000;9;10;4946;Zona Sul  
Avenida Governador Silvio Pedroza, 343;Areia Preta; Natal; 000002200; 000422; 0004; 004; 06; 000000000005; 000003200000;14;30;7582;Zona Leste
Rua Ascenso Ferreira, 343;Candelária; Natal; 000000800; 000248; 0003; 003; 04; 000000000003; 000000460000;10;24;1854;Zona Sul  
Rua Poeta Jorge Fernandes, 2205;Ponta Negra; Natal; 000000650; 000065; 0002; 001; 01; 000000000001; 000000265000;4;16;4076;Zona Sul  
Rua Joaquim Eduardo de Farias, 213;Neópolis; Natal; 000000280; 000056; 0002; 001; 02; 000000000001; 000000189000;5;11;3375;Zona Sul  
Rua Jaguarari;Candelária; Natal; 000000550; 000123; 0003; 003; 04; 000000000002; 000000590000;10;12;4796;Zona Sul  
Rua Themístocles Duarte, 3003;Nova Descoberta; Natal; 000000290; 000080; 0003; 001; 02; 000000000001; 000000110000;6;13;1375;Zona Sul  
Rua Amaro Mesquita, 1676;Lagoa Nova; Natal; 000000530; 000100; 0003; 001; 02; 000000000001; 000000370000;6;16;3700;Zona Sul  
Rua Jundiaí;Tirol; Natal; 000000800; 000200; 0003; 003; 03; 000000000003; 000000690000;9;22;3450;Zona Leste
Rua Abraham Tahim;Capim Macio; Natal; 000001500; 000311; 0004; 004; 05; 000000000004; 000000720000;13;23;2315;Zona Sul  
Rua Professora Dirce Coutinho, 1943;Capim Macio; Natal; 000001500; 000230; 0004; 004; 05; 000000000002; 000000650000;13;17;2826;Zona Sul  
Rua Jaguarari;Candelária; Natal; 000001400; 000400; 0004; 004; 05; 000000000004; 000002800000;13;30;7000;Zona Sul  
Rua Monsenhor Honório;Tirol; Natal; 000000700; 000120; 0003; 001; 03; 000000000002; 000000610000;7;17;5083;Zona Leste
Rua Maxaranguape, 550;Tirol; Natal; 000001150; 000182; 0003; 003; 04; 000000000003; 000000970000;10;18;5329;Zona Leste
Rua General Gustavo Cordeiro de Faria;Petrópolis; Natal; 000000800; 000120; 0003; 003; 05; 000000000003; 000000730000;11;10;6083;Zona Leste
Avenida Amintas Barros, 343;Lagoa Nova; Natal; 000000375; 000058; 0002; 001; 02; 000000000001; 000000275000;5;11;4741;Zona Sul  
Rua das Algas, 2150;Ponta Negra; Natal; 000000500; 000055; 0002; 001; 02; 000000000001; 000000399999;5;11;7272;Zona Sul  
Rua Flor da Aurora, 85;Ponta Negra; Natal; 000000300; 000116; 0003; 001; 02; 000000000002; 000000320000;6;19;2758;Zona Sul  
Rua Dom Joaquim de Almeida, 2076;Lagoa Nova; Natal; 000000400; 000107; 0003; 001; 03; 000000000001; 000000220000;7;15;2056;Zona Sul  
Rua General Gustavo Cordeiro de Faria;Petrópolis; Natal; 000000800; 000120; 0003; 003; 05; 000000000003; 000000730000;11;10;6083;Zona Leste
Rua Dom Joaquim de Almeida, 2076;Morro Branco; Natal; 000000550; 000107; 0003; 001; 03; 000000000001; 000000220000;7;15;2056;Vazio     
Rua Ismael Pereira da Silva;Capim Macio; Natal; 000001200; 000196; 0003; 003; 05; 000000000004; 000001190000;11;17;6071;Zona Sul  
Avenida Nascimento de Castro, 2455;Lagoa Nova; Natal; 000000550; 000170; 0004; 003; 05; 000000000003; 000000750000;12;14;4411;Zona Sul  
Rua Maria Auxiliadora, 756;Tirol; Natal; 000001771; 000215; 0003; 003; 05; 000000000002; 000000640000;11;19;2976;Zona Leste
Rua dos Pintassilgos;Pitimbu; Natal; 000000350; 000057; 0002; 001; 02; 000000000002; 000000210000;5;11;3684;Zona Sul  
Rua das Algarobas;Pitimbu; Natal; 000000550; 000234; 0004; 003; 04; 000000000002; 000000595000;11;21;2542;Zona Sul  
Avenida Prudente de Morais, 7;Tirol; Natal; 000000650; 000125; 0002; 001; 02; 000000000002; 000000250000;5;25;2000;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz, 3;Ponta Negra; Natal; 000000670; 000079; 0003; 001; 01; 000000000002; 000000499000;5;15;6316;Zona Sul  
Avenida Hermes da Fonseca, 744;Tirol; Natal; 000001400; 000220; 0003; 003; 01; 000000000004; 000000760000;7;31;3454;Zona Leste
Rua Jornalista Francisco Sinedino, 535;Lagoa Nova; Natal; 000000460; 000077; 0003; 001; 03; 000000000002; 000000540000;7;11;7012;Zona Sul  
Avenida Rodrigues Alves;Tirol; Natal; 000001500; 000208; 0004; 004; 05; 000000000004; 000001050000;13;16;5048;Zona Leste
Rua dos Pintassilgos;Pitimbu; Natal; 000000350; 000057; 0002; 001; 02; 000000000002; 000000210000;5;11;3684;Zona Sul  
Rua Doutor Múcio Villar Ribeiro Dantas, 343;Ponta Negra; Natal; 000000550; 000387; 0004; 004; 06; 000000000004; 000001600000;14;27;4134;Zona Sul  
Avenida Xavier da Silveira, 1713;Nova Descoberta; Natal; 000000250; 000066; 0003; 002; 02; 000000000002; 000000155000;7;9;2348;Zona Sul  
Avenida Miguel Castro;Lagoa Nova; Natal; 000001200; 000152; 0003; 003; 05; 000000000003; 000000470000;11;13;3092;Zona Sul  
Rua Henri Koster, 1029;Tirol; Natal; 000001100; 000165; 0004; 004; 06; 000000000003; 000000999000;14;11;6054;Zona Leste
Largo Junqueira Aires, 522;Cidade Alta; Natal; 000000500; 000040; 0001; 001; 01; 000000000001; 000000085000;3;13;2125;Zona Leste
Rua Trairi, 410;Petrópolis; Natal; 000001800; 000336; 0004; 004; 06; 000000000004; 000001900000;14;24;5654;Zona Leste
Avenida Porto de Pedras, 4500;Neópolis; Natal; 000000300; 000057; 0002; 001; 02; 000000000001; 000000189000;5;11;3315;Zona Sul  
Avenida Senador Salgado Filho, 970;Tirol; Natal; 000001150; 000161; 0002; 002; 03; 000000000002; 000000480000;7;23;2981;Zona Leste
Rua Jornalista Francisco Sinedino, 535;Lagoa Nova; Natal; 000000462; 000077; 0003; 001; 03; 000000000002; 000000540000;7;11;7012;Zona Sul  
Rua Henri Koster;Tirol; Natal; 000001200; 000165; 0004; 004; 05; 000000000003; 000001199000;13;12;7266;Zona Leste
Rua São João, 343;Lagoa Seca; Natal; 000000900; 000115; 0003; 001; 03; 000000000002; 000000450000;7;16;3913;Zona Leste
Rua São João;Lagoa Nova; Natal; 000000900; 000115; 0003; 001; 03; 000000000002; 000000499000;7;16;4339;Zona Sul  
Rua Jaguarari, 5250;Lagoa Nova; Natal; 000000568; 000103; 0003; 003; 04; 000000000002; 000000380000;10;10;3689;Zona Sul  
Rua Henri Koster, 343;Tirol; Natal; 000001100; 000165; 0004; 004; 05; 000000000003; 000001199000;13;12;7266;Zona Leste
Rua Antônio Farache, 1939;Capim Macio; Natal; 000000890; 000099; 0003; 003; 04; 000000000003; 000000399000;10;9;4030;Zona Sul  
Avenida Amintas Barros, 4095;Lagoa Nova; Natal; 000000380; 000057; 0002; 001; 02; 000000000001; 000000237000;5;11;4157;Zona Sul  
Rua Engenheiro Vulpiano Cavalcanti Filho;Petrópolis; Natal; 000000343; 000057; 0002; 002; 02; 000000000003; 000000255000;6;9;4473;Zona Leste
Avenida Praia de Ponta Negra, 9119;Ponta Negra; Natal; 000000300; 000056; 0002; 001; 01; 000000000001; 000000285000;4;14;5089;Zona Sul  
Avenida Porto de Pedras;Neópolis; Natal; 000000300; 000057; 0002; 001; 02; 000000000001; 000000189000;5;11;3315;Zona Sul  
Rua dos Tororós, 420;Lagoa Nova; Natal; 000000480; 000092; 0003; 001; 02; 000000000002; 000000370000;6;15;4021;Zona Sul  
Rua Agostinho Almeida;Lagoa Nova; Natal; 000000800; 000105; 0003; 001; 03; 000000000002; 000000420000;7;15;4000;Zona Sul  
Rua General Oliveira Galvão, 1120;Tirol; Natal; 000001400; 000206; 0004; 004; 01; 000000000003; 000000665000;9;22;3228;Zona Leste
Rua João Alves de Melo, 1475;Lagoa Nova; Natal; 000000460; 000054; 0002; 001; 01; 000000000001; 000000250000;4;13;4629;Zona Sul  
Rua Barão do Curumataú;Lagoa Nova; Natal; 000001100; 000020; 0002; 001; 03; 000000000002; 000000325000;6;3;16250;Zona Sul  
Rua Luciano Bahia;Capim Macio; Natal; 000000430; 000076; 0003; 001; 02; 000000000001; 000000230000;6;12;3026;Zona Sul  
Rua Lúcia Viveiros, 1;Neópolis; Natal; 000000650; 000117; 0004; 004; 04; 000000000003; 000000520000;12;9;4444;Zona Sul  
Rua Tenente Olavo Francisco dos Santos, 100;Ponta Negra; Natal; 000000490; 000116; 0003; 003; 03; 000000000002; 000000578000;9;12;4982;Zona Sul  
Rua Maria Auxiliadora, 756;Tirol; Natal; 000001771; 000215; 0004; 004; 06; 000000000002; 000000800000;14;15;3720;Zona Leste
Rua dos Tororós, 2180;Lagoa Nova; Natal; 000000600; 000086; 0003; 001; 03; 000000000002; 000000430000;7;12;5000;Zona Sul  
Rua Amaro Mesquita, 1676;Lagoa Nova; Natal; 000000530; 000100; 0003; 001; 02; 000000000001; 000000370000;6;16;3700;Zona Sul  
Rua dos Tororós, 420;Lagoa Nova; Natal; 000000470; 000090; 0003; 001; 02; 000000000002; 000000320000;6;15;3555;Zona Sul  
Avenida Miguel Castro, 1519;Lagoa Nova; Natal; 000000550; 000094; 0003; 001; 03; 000000000002; 000000490000;7;13;5212;Zona Sul  
Rua Américo Soares Wanderley, 1883;Capim Macio; Natal; 000000580; 000105; 0003; 002; 04; 000000000002; 000000610000;9;11;5809;Zona Sul  
Avenida Praia de Ponta Negra;Ponta Negra; Natal; 000000550; 000175; 0002; 001; 01; 000000000001; 000001500000;4;43;8571;Zona Sul  
Rua Desembargador Túlio Bezerra de Melo, 3720;Candelária; Natal; 000000560; 000099; 0003; 001; 03; 000000000002; 000000550000;7;14;5555;Zona Sul  
Rua Eletricista Elias Ferreira, 2600;Candelária; Natal; 000000324; 000056; 0002; 001; 02; 000000000001; 000000255000;5;11;4553;Zona Sul  
Rua Tenente Olávo Francisco dos Santos, 1;Ponta Negra; Natal; 000000530; 000116; 0003; 003; 05; 000000000002; 000000580000;11;10;5000;Zona Sul  
Rua Henri Koster, 1;Tirol; Natal; 000000850; 000116; 0003; 003; 04; 000000000003; 000000720000;10;11;6206;Zona Leste
Avenida Rodrigues Alves, 1;Tirol; Natal; 000001100; 000205; 0004; 004; 05; 000000000003; 000001100000;13;15;5365;Zona Leste
Rua Desportista Jeremias Pinheiro da Câmara Filho;Ponta Negra; Natal; 000000800; 000166; 0003; 002; 04; 000000000002; 000000399000;9;18;2403;Zona Sul  
Avenida dos Pinheirais, 1;Neópolis; Natal; 000000600; 000075; 0003; 001; 02; 000000000002; 000000279000;6;12;3720;Zona Sul  
Avenida Estrela do Mar, 2193;Ponta Negra; Natal; 000000350; 000057; 0002; 001; 02; 000000000001; 000000190000;5;11;3333;Zona Sul  
Rua Jaguarari, 1203;Barro Vermelho; Natal; 000000720; 000120; 0003; 003; 04; 000000000003; 000000545000;10;12;4541;Zona Leste
Rua Desembargador Túlio Bezerra de Melo, 3720;Candelária; Natal; 000000560; 000099; 0003; 001; 03; 000000000002; 000000550000;7;14;5555;Zona Sul  
Rua Doutor Poty Nóbrega, 1946;Lagoa Nova; Natal; 000000506; 000085; 0003; 001; 02; 000000000002; 000000440000;6;14;5176;Zona Sul  
Rua Henri Koster;Tirol; Natal; 000001100; 000165; 0004; 004; 04; 000000000003; 000000999000;12;13;6054;Zona Leste
Rua Desportista Jeremias Pinheiro da Câmara Filho;Ponta Negra; Natal; 000000800; 000166; 0003; 002; 04; 000000000002; 000000399000;9;18;2403;Zona Sul  
Rua São João;Lagoa Seca; Natal; 000000900; 000115; 0003; 001; 03; 000000000002; 000000449000;7;16;3904;Zona Leste
Rua São João, 1233;Lagoa Seca; Natal; 000000900; 000115; 0003; 001; 03; 000000000002; 000000499000;7;16;4339;Zona Leste
Rua Henri Koster, 1029;Tirol; Natal; 000001100; 000165; 0004; 004; 06; 000000000003; 000000990000;14;11;6000;Zona Leste
Avenida Capitão-Mor Gouveia, 2488;Lagoa Nova; Natal; 000000522; 000114; 0003; 001; 03; 000000000003; 000000375000;7;16;3289;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000400; 000058; 0002; 001; 02; 000000000001; 000000290000;5;11;5000;Zona Sul  
Rua Pastor Jerônimo Gueiros, 1254;Tirol; Natal; 000001650; 000220; 0004; 004; 06; 000000000003; 000000590000;14;15;2681;Zona Leste
Rua Sargento Ovídio;Barro Vermelho; Natal; 000002000; 000157; 0003; 002; 04; 000000000002; 000000550000;9;17;3503;Zona Leste
Rua Romualdo Galvão;Lagoa Nova; Natal; 000000600; 000088; 0003; 001; 02; 000000000002; 000000280000;6;14;3181;Zona Sul  
Rua Pinto Martins;Areia Preta; Natal; 000001500; 000220; 0004; 004; 05; 000000000003; 000000600000;13;16;2727;Zona Leste
Avenida Governador Sílvio Pedroza;Areia Preta; Natal; 000002000; 000346; 0003; 003; 04; 000000000004; 000001350000;10;34;3901;Zona Leste
Rua Antônio Farache, 1939;Capim Macio; Natal; 000001000; 000098; 0003; 003; 03; 000000000002; 000000430000;9;10;4387;Zona Sul  
Rua Ceará Mirim, 555;Tirol; Natal; 000001200; 000215; 0004; 004; 06; 000000000004; 000001564273;14;15;7275;Zona Leste
Rua Pastor Gabino Brelaz, 0101;Capim Macio; Natal; 000001260; 000150; 0003; 003; 04; 000000000002; 000000510000;10;15;3400;Zona Sul  
Rua Historiador Tobias Monteiro;Lagoa Nova; Natal; 000000320; 000065; 0002; 001; 01; 000000000001; 000000200000;4;16;3076;Zona Sul  
Rua Joaquim Eduardo de Farias, 262;Ponta Negra; Natal; 000000260; 000055; 0002; 001; 02; 000000000001; 000000160000;5;11;2909;Zona Sul  
Rua Presidente Kennedy;Petrópolis; Natal; 000000600; 000062; 0002; 001; 01; 000000000001; 000000190000;4;15;3064;Zona Leste
Rua Joaquim Eduardo de Farias;Ponta Negra; Natal; 000000260; 000055; 0002; 001; 02; 000000000001; 000000160000;5;11;2909;Zona Sul  
Rua Ângelo Varela, 1130;Tirol; Natal; 000000980; 000150; 0003; 003; 04; 000000000003; 000000900000;10;15;6000;Zona Leste
Rua Eletricista João Trajano da Silva, 1513;Nossa Senhora de Nazaré; Natal; 000001150; 000112; 0003; 002; 03; 000000000002; 000000349000;8;14;3116;Zona Oeste
Rua Ismael Pereira da Silva, 1;Capim Macio; Natal; 000001590; 000258; 0004; 004; 05; 000000000003; 000000890000;13;19;3449;Zona Sul  
Avenida Prudente de Morais;Tirol; Natal; 000001000; 000208; 0004; 003; 05; 000000000004; 000002100000;12;17;10096;Zona Leste
Rua Doutor Nizário Gurgel;Tirol; Natal; 000000340; 000050; 0002; 001; 01; 000000000001; 000000230000;4;12;4600;Zona Leste
Rua Ceará Mirim;Tirol; Natal; 000000990; 000165; 0004; 003; 05; 000000000003; 000001200000;12;13;7272;Zona Leste
Avenida Almirante Alexandrino de Alencar, 1330;Lagoa Seca; Natal; 000000480; 000057; 0002; 001; 02; 000000000001; 000000320000;5;11;5614;Zona Leste
Avenida Nascimento de Castro, 1645;Lagoa Nova; Natal; 000000750; 000090; 0003; 001; 02; 000000000001; 000000290000;6;15;3222;Zona Sul  
Rua Abraham Tahim, 1670;Capim Macio; Natal; 000000350; 000075; 0003; 001; 02; 000000000002; 000000195000;6;12;2600;Zona Sul  
Rua dos Pintassilgos, 70;Pitimbu; Natal; 000000300; 000055; 0001; 001; 02; 000000000001; 000000185000;4;13;3363;Zona Sul  
Avenida dos Caiapós, 121;Pitimbu; Natal; 000000295; 000055; 0002; 001; 02; 000000000001; 000000255000;5;11;4636;Zona Sul  
Rua Doutor Nizário Gurgel, 65;Tirol; Natal; 000001400; 000238; 0004; 004; 05; 000000000003; 000001200000;13;18;5042;Zona Leste
Avenida Rui Barbosa, 1110;Lagoa Nova; Natal; 000000540; 000069; 0003; 001; 02; 000000000001; 000000220000;6;11;3188;Zona Sul  
Rua Major Laurentino de Morais, 1222;Tirol; Natal; 000001500; 000196; 0004; 002; 04; 000000000002; 000000430000;10;19;2193;Zona Leste
Rua Alfredo Dias de Figueiredo, 11;Ponta Negra; Natal; 000000600; 000300; 0004; 001; 03; 000000000002; 000001500000;8;37;5000;Zona Sul  
Avenida dos Caiapós, 121;Pitimbu; Natal; 000000306; 000055; 0002; 001; 02; 000000000001; 000000230000;5;11;4181;Zona Sul  
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000260; 000055; 0002; 001; 02; 000000000001; 000000160000;5;11;2909;Zona Sul  
Rua Demócrito de Souza Paiva, 818;Lagoa Nova; Natal; 000000420; 000066; 0003; 001; 02; 000000000001; 000000265000;6;11;4015;Zona Sul  
Rua João Alves de Melo, 1475;Lagoa Nova; Natal; 000000485; 000056; 0002; 001; 02; 000000000001; 000000208000;5;11;3714;Zona Sul  
Rua das Algas, 2150;Ponta Negra; Natal; 000001100; 000105; 0002; 001; 02; 000000000001; 000000650000;5;21;6190;Zona Sul  
Rua João Alves de Melo, 1475;Lagoa Nova; Natal; 000000485; 000056; 0002; 001; 02; 000000000001; 000000208000;5;11;3714;Zona Sul  
Rua Desportista Jeremias Pinheiro da Câmara Filho;Ponta Negra; Natal; 000000800; 000166; 0003; 002; 04; 000000000002; 000000399000;9;18;2403;Zona Sul  
Avenida Xavier da Silveira, 1781;Tirol; Natal; 000001860; 000245; 0004; 004; 06; 000000000003; 000000900000;14;17;3673;Zona Leste
Rua Desembargador Sinval Moreira Dias, 1817;Nova Descoberta; Natal; 000000515; 000085; 0003; 001; 02; 000000000002; 000000390000;6;14;4588;Zona Sul  
Rua João Alves de Melo, 1475;Lagoa Nova; Natal; 000000485; 000056; 0002; 001; 02; 000000000001; 000000207990;5;11;3714;Zona Sul  
Rua das Algarobas, 1455;Pitimbu; Natal; 000000550; 000234; 0003; 003; 04; 000000000002; 000000594900;10;23;2542;Zona Sul  
Rua João Alves Flor, 3620;Candelária; Natal; 000000850; 000105; 0003; 001; 02; 000000000002; 000000265000;6;17;2523;Zona Sul  
Rua Raimundo Chaves, 1839;Candelária; Natal; 000002000; 000230; 0003; 003; 05; 000000000003; 000000690000;11;20;3000;Zona Sul  
Rua João Alves de Melo, 1475;Lagoa Nova; Natal; 000000485; 000055; 0002; 001; 02; 000000000001; 000000208000;5;11;3781;Zona Sul  
Rua Joaquim das Virgens, 19;Barro Vermelho; Natal; 000000600; 000100; 0003; 002; 03; 000000000001; 000000300000;8;12;3000;Zona Leste
Rua Enéas Reis, 765;Petrópolis; Natal; 000001700; 000200; 0003; 003; 05; 000000000003; 000000800000;11;18;4000;Zona Leste
Rua Missionário Gunnar Vingren, 1904;Capim Macio; Natal; 000000550; 000108; 0004; 002; 04; 000000000002; 000000510000;10;10;4722;Zona Sul  
Rua Lúcia Viveiros, 255;Neópolis; Natal; 000000458; 000087; 0004; 001; 03; 000000000002; 000000390000;8;10;4482;Zona Sul  
Rua Frei Henrique de Coimbra, 1870;Candelária; Natal; 000000500; 000054; 0002; 001; 02; 000000000001; 000000230000;5;10;4259;Zona Sul  
Rua Halley Mestrinho, 1370;Ponta Negra; Natal; 000000450; 000055; 0002; 001; 02; 000000000001; 000000470000;5;11;8545;Zona Sul  
Rua Missionário Gunnar Vingren, 1904;Capim Macio; Natal; 000000550; 000108; 0004; 002; 04; 000000000002; 000000510000;10;10;4722;Zona Sul  
Rua Frei Henrique de Coimbra, 1870;Candelária; Natal; 000000500; 000054; 0002; 001; 02; 000000000001; 000000230000;5;10;4259;Zona Sul  
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000270; 000057; 0002; 001; 02; 000000000001; 000000180000;5;11;3157;Zona Sul  
Rua Ismael Pereira da Silva, 1515;Capim Macio; Natal; 000001200; 000196; 0004; 004; 05; 000000000004; 000001350000;13;15;6887;Zona Sul  
Rua Desembargador José Gomes da Costa, 1890;Capim Macio; Natal; 000000880; 000098; 0003; 001; 02; 000000000002; 000000390000;6;16;3979;Zona Sul  
Avenida das Brancas Dunas, 65;Candelária; Natal; 000000375; 000056; 0002; 001; 02; 000000000002; 000000265000;5;11;4732;Zona Sul  
Rua dos Tororós, 2394;Lagoa Nova; Natal; 000000390; 000056; 0002; 001; 02; 000000000002; 000000258000;5;11;4607;Zona Sul  
Rua Meira Brandão, 634;Barro Vermelho; Natal; 000001200; 000200; 0004; 003; 06; 000000000003; 000000595000;13;15;2975;Zona Leste
Rua Pastor Gabino Brelaz, 1397;Capim Macio; Natal; 000001390; 000140; 0003; 003; 05; 000000000002; 000000590000;11;12;4214;Zona Sul  
Avenida Xavier da Silveira, 1781;Tirol; Natal; 000001860; 000245; 0004; 004; 06; 000000000003; 000000900000;14;17;3673;Zona Leste
Rua Padre Pinto, 840;Cidade Alta; Natal; 000000450; 000080; 0003; 001; 02; 000000000001; 000000220000;6;13;2750;Zona Leste
Rua dos Tororós, 2180;Lagoa Nova; Natal; 000000600; 000086; 0003; 002; 03; 000000000002; 000000430000;8;10;5000;Zona Sul  
Rua Pastor Gabino Brelaz, 1397;Capim Macio; Natal; 000001390; 000140; 0003; 003; 05; 000000000002; 000000590000;11;12;4214;Zona Sul  
Rua dos Tororós, 2180;Alecrim; Natal; 000000600; 000086; 0003; 002; 03; 000000000002; 000000430000;8;10;5000;Zona Leste
Rua Ismael Pereira da Silva, 1515;Capim Macio; Natal; 000001100; 000196; 0003; 003; 04; 000000000004; 000001099000;10;19;5607;Zona Sul  
Rua Trairi, 798;Petrópolis; Natal; 000000460; 000097; 0003; 001; 02; 000000000002; 000000520000;6;16;5360;Zona Leste
Rua das Perdizes, 7979;Pitimbu; Natal; 000000390; 000094; 0003; 002; 03; 000000000002; 000000359900;8;11;3828;Zona Sul  
Avenida Bernardo Vieira, 4355;Tirol; Natal; 000001500; 000172; 0003; 003; 05; 000000000003; 000000650000;11;15;3779;Zona Leste
Avenida Presidente Getúlio Vargas, 788;Petrópolis; Natal; 000001288; 000048; 0001; 001; 01; 000000000001; 000000180000;3;16;3750;Zona Leste
Avenida Governador Juvenal Lamartine, 326;Tirol; Natal; 000540000; 000098; 0003; 001; 03; 000000000002; 000000450000;7;14;4591;Zona Leste
Rua Pantanal, 1550;Neópolis; Natal; 000000290; 000065; 0002; 001; 02; 000000000001; 000000310000;5;13;4769;Zona Sul  
Avenida Prudente de Morais, 3675;Lagoa Nova; Natal; 000001600; 000366; 0005; 004; 06; 000000000003; 000000850000;15;24;2322;Zona Sul  
Rua Ismael Pereira da Silva, 1515;Capim Macio; Natal; 000001200; 000196; 0004; 004; 05; 000000000004; 000001390000;13;15;7091;Zona Sul  
Rua Ceará Mirim, 1140;Tirol; Natal; 000000500; 000165; 0004; 004; 05; 000000000004; 000000990000;13;12;6000;Zona Leste
Rua Pinto Martins, 1044;Areia Preta; Natal; 000001400; 000123; 0002; 001; 03; 000000000001; 000000250000;6;20;2032;Zona Leste
Av Gustavo de Cordeiro de Farias, 31;Petrópolis; Natal; 000001500; 000214; 0004; 004; 06; 000000000003; 000001340000;14;15;6261;Zona Leste
Avenida dos Caiapós, 2885;Pitimbu; Natal; 000000500; 000300; 0004; 003; 06; 000000000004; 000000850000;13;23;2833;Zona Sul  
Rua Manoel Messias Soares, 4;Capim Macio; Natal; 000000120; 000037; 0001; 001; 01; 000000000001; 000000138000;3;12;3729;Zona Sul  
Rua dos Tororós, 857;Lagoa Nova; Natal; 000000710; 000098; 0003; 001; 02; 000000000001; 000000210000;6;16;2142;Zona Sul  
Rua Adolfo Gordo, 1035;Cidade da Esperança; Natal; 000000369; 000052; 0002; 001; 02; 000000000001; 000000180000;5;10;3461;Zona Oeste
Rua Jaguarari, 4985;Candelária; Natal; 000000550; 000123; 0003; 002; 04; 000000000002; 000000534900;9;13;4348;Zona Sul  
Rua Engenheiro João Hélio Alves Rocha;Planalto; Natal; 000000220; 000055; 0002; 001; 02; 000000000001; 000000113000;5;11;2054;Zona Sul  
Rua Mipibu, 121;Petrópolis; Natal; 000000550; 000103; 0003; 002; 04; 000000000002; 000000480000;9;11;4660;Zona Leste
Avenida dos Caiapós;Pitimbu; Natal; 000000220; 000055; 0002; 001; 02; 000000000001; 000000105000;5;11;1909;Zona Sul  
Rua das Perdizes, 7979;Pitimbu; Natal; 000000480; 000094; 0003; 001; 03; 000000000002; 000000380000;7;13;4042;Zona Sul  
Rua Ceará Mirim, 930;Tirol; Natal; 000000950; 000222; 0004; 004; 05; 000000000003; 000001450000;13;17;6531;Zona Leste
